Segment Type,"Data_Partner_KVP__
_lp_no_special_characters_-_case_sensitive_rp_","Data Partner Segment Name 
(Tier 1)","Data Partner Segment Name 
(Tier 2)","Data Partner Segment Name 
(Tier 3)","Data Partner Segment Name
(Tier 4)",Brand Safety,Date Added, Segment Status,NOTES,DSP Example Output,version (temporary)
IAB-Category,sr_tabletsande_d_readers,Technology & Computing,Consumer Electronics,Tablets and E-readers,,N/A,10/3/24,updated,,Technology & Computing | Consumer Electronics | Tablets and E-readers,v1
IAB-Category,sr_talkradio,Genres,Talk Radio,,,N/A,10/3/24,New,,Genres | Talk Radio,v1
IAB-Category,sr_talkshow,Genres,Talk Show,,,N/A,10/3/24,New,,Genres | Talk Show,v1
IAB-Category,sr_technology_and_computing,Technology & Computing,,,,N/A,10/3/24,updated,,Technology & Computing,v1
IAB-Category,sr_technologyindustry,Business and Finance,Industries,Technology Industry,,N/A,10/3/24,New,,Business and Finance | Industries | Technology Industry,v1
IAB-Category,sr_telecommunicationsindustry,Business and Finance,Industries,Telecommunications Industry,,N/A,10/3/24,New,,Business and Finance | Industries | Telecommunications Industry,v1
IAB-Category,sr_television,Entertainment,Television,,,N/A,10/3/24,New,,Entertainment | Television,v1
IAB-Category,sr_tennis,Sports,Tennis,,,N/A,10/3/24,New,,Sports | Tennis,v1
IAB-Category,sr_terrorism,Sensitive Topics,Terrorism,,,N/A,10/3/24,New,,Sensitive Topics | Terrorism,v1
IAB-Category,sr_theater,Fine Art,Theater,,,N/A,10/3/24,New,,Fine Art | Theater,v1
IAB-Category,sr_theatervenues,Attractions,Theater Venues,,,N/A,10/3/24,New,,Attractions | Theater Venues,v1
IAB-Category,sr_thyroiddisorders,Medical Health,Diseases and Conditions,Endocrine and Metabolic Diseases,Thyroid Disorders,N/A,10/3/24,New,,Medical Health | Diseases and Conditions | Endocrine and Metabolic Diseases | Thyroid Disorders,v1
IAB-Category,sr_trackandfield,Sports,Track and Field,,,N/A,10/3/24,New,,Sports | Track and Field,v1
IAB-Category,sr_travel,Travel,,,,N/A,10/3/24,New,,Travel,v1
IAB-Category,sr_travelaccessories,Travel,Travel Accessories,,,N/A,10/3/24,New,,Travel | Travel Accessories,v1
IAB-Category,sr_travelinsurance,Personal Finance,Insurance,Travel Insurance,,N/A,10/3/24,New,,Personal Finance | Insurance | Travel Insurance,v1
IAB-Category,sr_travellocations,Travel,Travel Locations,,,N/A,10/3/24,New,,Travel | Travel Locations,v1
IAB-Category,sr_travelpreparationandadvice,Travel,Travel Preparation and Advice,,,N/A,10/3/24,New,,Travel | Travel Preparation and Advice,v1
IAB-Category,sr_traveltype,Travel,Travel Type,,,N/A,10/3/24,New,,Travel | Travel Type,v1
IAB-Category,sr_truecrime,Genres,True Crime,,,N/A,10/3/24,New,,Genres | True Crime,v1
IAB-Category,sr_undergraduateeducation,Education,College Education,Undergraduate Education,,N/A,10/3/24,New,,Education | College Education | Undergraduate Education,v1
IAB-Category,sr_urbanacmusic,Music,Adult Contemporary Music,Urban AC Music,,N/A,10/3/24,New,,Music | Adult Contemporary Music | Urban AC Music,v1
IAB-Category,sr_urbancontemporarymusic,Music,Urban Contemporary Music,,,N/A,10/3/24,New,,Music | Urban Contemporary Music,v1
IAB-Category,sr_vacationproperties,Real Estate,Vacation Properties,,,N/A,10/3/24,New,,Real Estate | Vacation Properties,v1
IAB-Category,sr_vaccines,Medical Health,Vaccines,,,N/A,10/3/24,New,,Medical Health | Vaccines,v1
IAB-Category,sr_van,Automotive,Auto Body Styles,Van,,N/A,10/3/24,New,,Automotive | Auto Body Styles | Van,v1
IAB-Category,sr_variety_lp_musicandaudio_rp_,Music,Variety (Music and Audio),,,N/A,10/3/24,updated,,Music | Variety (Music and Audio),v1
IAB-Category,sr_vegandiets,Food & Drink,Vegan Diets,,,N/A,10/3/24,New,,Food & Drink | Vegan Diets,v1
IAB-Category,sr_vegetariandiets,Food & Drink,Vegetarian Diets,,,N/A,10/3/24,New,,Food & Drink | Vegetarian Diets,v1
IAB-Category,sr_venturecapital,Business and Finance,Business,Business Banking & Finance,Venture Capital,N/A,10/3/24,New,,Business and Finance | Business | Business Banking & Finance | Venture Capital,v1
IAB-Category,sr_veterinarymedicine,Pets,Veterinary Medicine,,,N/A,10/3/24,New,,Pets | Veterinary Medicine,v1
IAB-Category,sr_videogamegenres,Video Gaming,Video Game Genres,,,N/A,10/3/24,New,,Video Gaming | Video Game Genres,v1
IAB-Category,sr_videogaming,Video Gaming,,,,N/A,10/3/24,New,,Video Gaming,v1
IAB-Category,sr_videoproduction,Hobbies & Interests,Content Production,Video Production,,N/A,10/3/24,New,,Hobbies & Interests | Content Production | Video Production,v1
IAB-Category,sr_videosoftware,Technology & Computing,Computing,Computer Software and Applications,Video Software,N/A,10/3/24,New,,Technology & Computing | Computing | Computer Software and Applications | Video Software,v1
IAB-Category,sr_virtualreality,Technology & Computing,Virtual Reality,,,N/A,10/3/24,New,,Technology & Computing | Virtual Reality,v1
IAB-Category,sr_vocationaltraining,Careers,Vocational Training,,,N/A,10/3/24,New,,Careers | Vocational Training,v1
IAB-Category,sr_volleyball,Sports,Volleyball,,,N/A,10/3/24,New,,Sports | Volleyball,v1
IAB-Category,sr_walking,Sports,Walking,,,N/A,10/3/24,New,,Sports | Walking,v1
IAB-Category,sr_warandconflicts,War and Conflicts,,,,N/A,10/3/24,New,,War and Conflicts,v1
IAB-Category,sr_waterpolo,Sports,Water Polo,,,N/A,10/3/24,New,,Sports | Water Polo,v1
IAB-Category,sr_waterservices,Personal Finance,Home Utilities,Water Services,,N/A,10/3/24,New,,Personal Finance | Home Utilities | Water Services,v1
IAB-Category,sr_waterskiingandwakeboarding,Sports,Extreme Sports,Waterskiing and Wakeboarding,,N/A,10/3/24,New,,Sports | Extreme Sports | Waterskiing and Wakeboarding,v1
IAB-Category,sr_wearabletechnology,Technology & Computing,Consumer Electronics,Wearable Technology,,N/A,10/3/24,New,,Technology & Computing | Consumer Electronics | Wearable Technology,v1
IAB-Category,sr_weather,Science,Weather,,,N/A,10/3/24,New,,Science | Weather,v1
IAB-Category,sr_webconferencing,Technology & Computing,Computing,Computer Software and Applications,Web Conferencing,N/A,10/3/24,New,,Technology & Computing | Computing | Computer Software and Applications | Web Conferencing,v1
IAB-Category,sr_webdesignandhtml,Technology & Computing,Computing,Internet,Web Design and HTML,N/A,10/3/24,New,,Technology & Computing | Computing | Internet | Web Design and HTML,v1
IAB-Category,sr_webdevelopment,Technology & Computing,Computing,Internet,Web Development,N/A,10/3/24,New,,Technology & Computing | Computing | Internet | Web Development,v1
IAB-Category,sr_webhosting,Technology & Computing,Computing,Internet,Web Hosting,N/A,10/3/24,New,,Technology & Computing | Computing | Internet | Web Hosting,v1
IAB-Category,sr_wedding,Personal Celebrations & Life Events,Wedding,,,N/A,10/3/24,New,,Personal Celebrations & Life Events | Wedding,v1
IAB-Category,sr_weightlifting,Sports,Weightlifting,,,N/A,10/3/24,New,,Sports | Weightlifting,v1
IAB-Category,sr_weightloss,Healthy Living,Weight Loss,,,N/A,10/3/24,New,,Healthy Living | Weight Loss,v1
IAB-Category,sr_wellness,Healthy Living,Wellness,,,N/A,10/3/24,New,,Healthy Living | Wellness,v1
IAB-Category,sr_western,Genres,Western,,,N/A,10/3/24,New,,Genres | Western,v1
IAB-Category,sr_winterolympicsports,Sports,Olympic Sports,Winter Olympic Sports,,N/A,10/3/24,New,,Sports | Olympic Sports | Winter Olympic Sports,v1
IAB-Category,sr_womensaccessories,Style & Fashion,Women's Fashion,Women's Accessories,,N/A,10/3/24,New,,Style & Fashion | Women's Fashion | Women's Accessories,v1
IAB-Category,sr_womensbusinesswear,Style & Fashion,Women's Fashion,Women's Clothing,Women's Business Wear,N/A,10/3/24,New,,Style & Fashion | Women's Fashion | Women's Clothing | Women's Business Wear,v1
IAB-Category,sr_womenscasualwear,Style & Fashion,Women's Fashion,Women's Clothing,Women's Casual Wear,N/A,10/3/24,New,,Style & Fashion | Women's Fashion | Women's Clothing | Women's Casual Wear,v1
IAB-Category,sr_womensclothing,Style & Fashion,Women's Fashion,Women's Clothing,,N/A,10/3/24,New,,Style & Fashion | Women's Fashion | Women's Clothing,v1
IAB-Category,sr_womensfashion,Style & Fashion,Women's Fashion,,,N/A,10/3/24,New,,Style & Fashion | Women's Fashion,v1
IAB-Category,sr_womensformalwear,Style & Fashion,Women's Fashion,Women's Clothing,Women's Formal Wear,N/A,10/3/24,New,,Style & Fashion | Women's Fashion | Women's Clothing | Women's Formal Wear,v1
IAB-Category,sr_womensglasses,Style & Fashion,Women's Fashion,Women's Accessories,Women's Glasses,N/A,10/3/24,New,,Style & Fashion | Women's Fashion | Women's Accessories | Women's Glasses,v1
IAB-Category,sr_womenshandbagsandwallets,Style & Fashion,Women's Fashion,Women's Accessories,Women's Handbags and Wallets,N/A,10/3/24,New,,Style & Fashion | Women's Fashion | Women's Accessories | Women's Handbags and Wallets,v1
IAB-Category,sr_womenshatsandscarves,Style & Fashion,Women's Fashion,Women's Accessories,Women's Hats and Scarves,N/A,10/3/24,New,,Style & Fashion | Women's Fashion | Women's Accessories | Women's Hats and Scarves,v1
IAB-Category,sr_womenshealth,Healthy Living,Women's Health,,,N/A,10/3/24,New,,Healthy Living | Women's Health,v1
IAB-Category,sr_womensintimatesandsleepwear,Style & Fashion,Women's Fashion,Women's Clothing,Women's Intimates and Sleepwear,N/A,10/3/24,New,,Style & Fashion | Women's Fashion | Women's Clothing | Women's Intimates and Sleepwear,v1
IAB-Category,sr_womensjewelryandwatches,Style & Fashion,Women's Fashion,Women's Accessories,Women's Jewelry and Watches,N/A,10/3/24,New,,Style & Fashion | Women's Fashion | Women's Accessories | Women's Jewelry and Watches,v1
IAB-Category,sr_womensouterwear,Style & Fashion,Women's Fashion,Women's Clothing,Women's Outerwear,N/A,10/3/24,New,,Style & Fashion | Women's Fashion | Women's Clothing | Women's Outerwear,v1
IAB-Category,sr_womensshoesandfootwear,Style & Fashion,Women's Fashion,Women's Shoes and Footwear,,N/A,10/3/24,New,,Style & Fashion | Women's Fashion | Women's Shoes and Footwear,v1
IAB-Category,sr_womenssportswear,Style & Fashion,Women's Fashion,Women's Clothing,Women's Sportswear,N/A,10/3/24,New,,Style & Fashion | Women's Fashion | Women's Clothing | Women's Sportswear,v1
IAB-Category,sr_woodworking,Hobbies & Interests,Arts and Crafts,Woodworking,,N/A,10/3/24,New,,Hobbies & Interests | Arts and Crafts | Woodworking,v1
IAB-Category,sr_workshopsandclasses,Hobbies & Interests,Workshops and Classes,,,N/A,10/3/24,New,,Hobbies & Interests | Workshops and Classes,v1
IAB-Category,sr_world_internationalmusic,Music,World/International Music,,,N/A,10/3/24,New,,Music | World/International Music,v1
IAB-Category,sr_worldcuisines,Food & Drink,World Cuisines,,,N/A,10/3/24,New,,Food & Drink | World Cuisines,v1
IAB-Category,sr_wrestling,Sports,Wrestling,,,N/A,10/3/24,New,,Sports | Wrestling,v1
IAB-Category,sr_youngadult,Genres,Young Adult,,,N/A,10/3/24,New,,Genres | Young Adult,v1
IAB-Category,sr_zoos_and_aquariums,Attractions,Zoos & Aquariums,,,N/A,10/3/24,New,,Attractions | Zoos & Aquariums,v1
Emotion,sr_joy,joy,,,,N/A,10/3/24,New,The general experience of happiness or pleasure.,joy,v2
Emotion,sr_joy_ecstasy,joy,ecstasy,,,N/A,10/3/24,New,"Ecstasy is an intense, euphoric form of joy that overwhelms the senses.",joy | ecstasy,v2
Emotion,sr_joy_ecstasy_delight,joy,ecstasy,delight,,N/A,10/3/24,New,"Delight is a lighter, more playful form of joy, often brought on by small pleasures.",joy | ecstasy | delight,v2
Emotion,sr_joy_ecstasy_excitement,joy,ecstasy,excitement,,N/A,10/3/24,New,Excitement is joy combined with a sense of anticipation and arousal.,joy | ecstasy | excitement,v2
Emotion,sr_joy_serenity,joy,serenity,,,N/A,10/3/24,New,"Serenity is a calm and peaceful form of joy, often associated with relaxation.",joy | serenity,v2
Emotion,sr_joy_serenity_calm,joy,serenity,calm,,N/A,10/3/24,New,"Calm is a more subdued form of serenity, emphasizing tranquility and peace.",joy | serenity | calm,v2
Emotion,sr_joy_serenity_contentment,joy,serenity,contentment,,N/A,10/3/24,New,Contentment is a form of serenity that reflects deep satisfaction and comfort.,joy | serenity | contentment,v2
Emotion,sr_trust,trust,,,,N/A,10/3/24,New,The foundational emotion of reliance and confidence in something or someone.,trust,v2
Emotion,sr_trust_admiration,trust,admiration,,,N/A,10/3/24,New,Admiration is trust combined with respect for someone’s qualities or achievements.,trust | admiration,v2
Emotion,sr_trust_admiration_respect,trust,admiration,respect,,N/A,10/3/24,New,"Respect is a more formal, hierarchical recognition of trust in someone’s abilities.",trust | admiration | respect,v2
Emotion,sr_trust_admiration_awe,trust,admiration,awe,,N/A,10/3/24,New,"Awe is a combination of admiration and wonder, often evoking feelings of powerlessness or grandeur.",trust | admiration | awe,v2
Emotion,sr_trust_acceptance,trust,acceptance,,,N/A,10/3/24,New,Acceptance is trust mixed with the willingness to embrace a person or situation without judgment.,trust | acceptance,v2
Emotion,sr_trust_acceptance_forgiveness,trust,acceptance,forgiveness,,N/A,10/3/24,New,"Forgiveness is trust restored after a violation, focusing on moving past a wrongdoing.",trust | acceptance | forgiveness,v2
Emotion,sr_trust_acceptance_familiarity,trust,acceptance,familiarity,,N/A,10/3/24,New,Familiarity is trust built on repeated experiences and knowledge of someone or something.,trust | acceptance | familiarity,v2
Emotion,sr_fear,fear,,,,N/A,10/3/24,New,The general emotional response to perceived danger or threat.,fear,v2
Emotion,sr_fear_terror,fear,terror,,,N/A,10/3/24,New,"Terror is an intense and overwhelming form of fear, often paralyzing in nature.",fear | terror,v2
Emotion,sr_fear_terror_panic,fear,terror,panic,,N/A,10/3/24,New,Panic is a sudden and uncontrollable form of fear that leads to irrational responses.,fear | terror | panic,v2
Emotion,sr_fear_terror_horror,fear,terror,horror,,N/A,10/3/24,New,"Horror is a mix of fear and disgust, often triggered by something shocking or grotesque.",fear | terror | horror,v2
Emotion,sr_fear_apprehension,fear,apprehension,,,N/A,10/3/24,New,"Apprehension is a milder form of fear, associated with future uncertainties.",fear | apprehension,v2
Emotion,sr_fear_apprehension_nervousness,fear,apprehension,nervousness,,N/A,10/3/24,New,Nervousness is apprehension accompanied by physical symptoms like trembling or sweating.,fear | apprehension | nervousness,v2
Emotion,sr_fear_apprehension_worry,fear,apprehension,worry,,N/A,10/3/24,New,"Worry is a prolonged form of apprehension, often tied to potential future problems.",fear | apprehension | worry,v2
Emotion,sr_surprise,surprise,,,,N/A,10/3/24,New,A sudden emotional response to something unexpected.,surprise,v2
Emotion,sr_surprise_amazement,surprise,amazement,,,N/A,10/3/24,New,"Amazement is surprise mixed with admiration or wonder, often in response to something impressive.",surprise | amazement,v2
Emotion,sr_surprise_amazement_shock,surprise,amazement,shock,,N/A,10/3/24,New,"Shock is a more intense form of amazement, often triggered by something sudden and jarring.",surprise | amazement | shock,v2
Emotion,sr_surprise_amazement_astonishment,surprise,amazement,astonishment,,N/A,10/3/24,New,"Astonishment is amazement combined with disbelief, often in response to something extraordinary.",surprise | amazement | astonishment,v2
Emotion,sr_surprise_distraction,surprise,distraction,,,N/A,10/3/24,New,Distraction is a form of surprise where focus is diverted from a primary task or thought.,surprise | distraction,v2
Emotion,sr_surprise_distraction_confusion,surprise,distraction,confusion,,N/A,10/3/24,New,Confusion is a form of distraction where one cannot make sense of a situation.,surprise | distraction | confusion,v2
Emotion,sr_surprise_distraction_perplexity,surprise,distraction,perplexity,,N/A,10/3/24,New,Perplexity is confusion combined with a sense of puzzlement or complexity.,surprise | distraction | perplexity,v2
Emotion,sr_sadness,sadness,,,,N/A,10/3/24,New,A general feeling of sorrow or unhappiness.,sadness,v2
Emotion,sr_sadness_grief,sadness,grief,,,N/A,10/3/24,New,"Grief is intense sadness, often experienced in response to loss or tragedy.",sadness | grief,v2
Emotion,sr_sadness_grief_despair,sadness,grief,despair,,N/A,10/3/24,New,"Despair is sadness combined with hopelessness, often when no solution seems possible.",sadness | grief | despair,v2
Emotion,sr_sadness_grief_sorrow,sadness,grief,sorrow,,N/A,10/3/24,New,"Sorrow is a reflective form of grief, often involving mourning or lamentation.",sadness | grief | sorrow,v2
Emotion,sr_sadness_pensiveness,sadness,pensiveness,,,N/A,10/3/24,New,"Pensiveness is a thoughtful or reflective form of sadness, often involving quiet contemplation.",sadness | pensiveness,v2
Emotion,sr_sadness_pensiveness_reflection,sadness,pensiveness,reflection,,N/A,10/3/24,New,"Reflection involves deep thinking, often about past events or personal regrets.",sadness | pensiveness | reflection,v2
Emotion,sr_sadness_pensiveness_contemplation,sadness,pensiveness,contemplation,,N/A,10/3/24,New,"Contemplation is an extended period of deep reflection, often considering future actions or meaning.",sadness | pensiveness | contemplation,v2
Emotion,sr_disgust,disgust,,,,N/A,10/3/24,New,"A strong feeling of aversion or repulsion, often physical in nature.",disgust,v2
Emotion,sr_disgust_loathing,disgust,loathing,,,N/A,10/3/24,New,"Loathing is an extreme form of disgust, often directed at something morally offensive.",disgust | loathing,v2
Emotion,sr_disgust_loathing_hate,disgust,loathing,hate,,N/A,10/3/24,New,"Hate combines disgust and anger, often leading to feelings of hostility or rejection.",disgust | loathing | hate,v2
Emotion,sr_disgust_loathing_revulsion,disgust,loathing,revulsion,,N/A,10/3/24,New,"Revulsion is a physical or emotional reaction to extreme disgust, often leading to withdrawal.",disgust | loathing | revulsion,v2
Emotion,sr_disgust_boredom_disinterest,disgust,boredom,disinterest,,N/A,10/3/24,New,"Disinterest is a lack of enthusiasm or engagement, often resulting in apathy.",disgust | boredom | disinterest,v2
Emotion,sr_disgust_boredom_apathy,disgust,boredom,apathy,,N/A,10/3/24,New,"Apathy is the absence of emotional engagement, often leading to indifference.",disgust | boredom | apathy,v2
Emotion,sr_anger,anger,,,,N/A,10/3/24,New,A strong emotional response to perceived wrongdoing or frustration.,anger,v2
Emotion,sr_anger_rage,anger,rage,,,N/A,10/3/24,New,"Rage is an intense and often uncontrollable form of anger, often leading to violent outbursts.",anger | rage,v2
Emotion,sr_anger_rage_wrath,anger,rage,wrath,,N/A,10/3/24,New,Wrath is anger combined with a desire for revenge or retribution.,anger | rage | wrath,v2
Emotion,sr_anger_rage_fury,anger,rage,fury,,N/A,10/3/24,New,"Fury is a violent, explosive form of rage that often leads to destructive behavior.",anger | rage | fury,v2
Emotion,sr_anger_annoyance,anger,annoyance,,,N/A,10/3/24,New,"Annoyance is a mild form of anger, often triggered by small frustrations or irritations.",anger | annoyance,v2
Emotion,sr_anger_annoyance_irritation,anger,annoyance,irritation,,N/A,10/3/24,New,"Irritation is an intensified form of annoyance, where the frustration persists over time.",anger | annoyance | irritation,v2
Emotion,sr_anger_annoyance_frustration,anger,annoyance,frustration,,N/A,10/3/24,New,Frustration is annoyance combined with dissatisfaction due to unmet goals or expectations.,anger | annoyance | frustration,v2
Emotion,sr_anticipation,anticipation,,,,N/A,10/3/24,New,"The expectation of a future event or outcome, often accompanied by excitement or worry.",anticipation,v2
Emotion,sr_anticipation_vigilance,anticipation,vigilance,,,N/A,10/3/24,New,"Vigilance is a heightened state of anticipation, often in response to potential threats.",anticipation | vigilance,v2
Emotion,sr_anticipation_vigilance_alertness,anticipation,vigilance,alertness,,N/A,10/3/24,New,Alertness is a state of vigilance where one is actively monitoring for signs or cues.,anticipation | vigilance | alertness,v2
Emotion,sr_anticipation_vigilance_attention,anticipation,vigilance,attention,,N/A,10/3/24,New,"Attention is a focused form of vigilance, often directed at a specific task or objective.",anticipation | vigilance | attention,v2
Emotion,sr_anticipation_interest_curiosity,anticipation,interest,curiosity,,N/A,10/3/24,New,Curiosity is a form of interest driven by the desire to learn or explore something new.,anticipation | interest | curiosity,v2
Emotion,sr_anticipation_interest_expectation,anticipation,interest,expectation,,N/A,10/3/24,New,"Expectation is a belief or anticipation of a specific outcome, often based on previous experiences.",anticipation | interest | expectation,v2
Emotion,sr_love,love,,,,N/A,10/3/24,New,"The broad emotion of deep affection, attachment, or fondness.",love,v2
Emotion,sr_love_passion,love,passion,,,N/A,10/3/24,New,"Passion is a strong, intense form of love, often characterized by physical attraction or infatuation.",love | passion,v2
Emotion,sr_love_passion_romance,love,passion,romance,,N/A,10/3/24,New,"Romance is a softer, more emotional form of passion, focused on emotional connection and intimacy.",love | passion | romance,v2
Emotion,sr_love_compassion,love,compassion,,,N/A,10/3/24,New,Compassion is love combined with care and concern for others’ well-being.,love | compassion,v2
Emotion,sr_love_compassion_empathy,love,compassion,empathy,,N/A,10/3/24,New,"Empathy is the ability to understand and share the feelings of others, often driven by compassion.",love | compassion | empathy,v2
Emotion,sr_love_compassion_sympathy,love,compassion,sympathy,,N/A,10/3/24,New,"Sympathy is compassion felt for others, often involving a sense of shared sorrow or pain.",love | compassion | sympathy,v2
Emotion,sr_pride,pride,,,,N/A,10/3/24,New,The general sense of satisfaction or self-respect derived from personal achievements.,pride,v2
Emotion,sr_pride_accomplishment,pride,accomplishment,,,N/A,10/3/24,New,Accomplishment is pride based on a sense of having achieved or completed something meaningful.,pride | accomplishment,v2
Emotion,sr_pride_accomplishment_victory,pride,accomplishment,victory,,N/A,10/3/24,New,Victory is pride derived from competitive success or defeating others.,pride | accomplishment | victory,v2
Emotion,sr_pride_accomplishment_success,pride,accomplishment,success,,N/A,10/3/24,New,Success is pride derived from achieving personal or professional goals.,pride | accomplishment | success,v2
Emotion,sr_envy,envy,,,,N/A,10/3/24,New,"A feeling of desire for something possessed by another, often accompanied by resentment.",envy,v2
Emotion,sr_envy_jealousy,envy,jealousy,,,N/A,10/3/24,New,Jealousy is envy combined with fear of losing something or someone to another.,envy | jealousy,v2
Emotion,sr_envy_jealousy_possessiveness,envy,jealousy,possessiveness,,N/A,10/3/24,New,Possessiveness is jealousy combined with the desire to control or own something.,envy | jealousy | possessiveness,v2
Emotion,sr_shame,shame,,,,N/A,10/3/24,New,A painful feeling of humiliation or distress caused by consciousness of wrong or foolish behavior.,shame,v2
Emotion,sr_shame_guilt,shame,guilt,,,N/A,10/3/24,New,Guilt is the emotional experience of remorse or responsibility for an action perceived as wrong.,shame | guilt,v2
Emotion,sr_shame_guilt_remorse,shame,guilt,remorse,,N/A,10/3/24,New,"Remorse is a deeper and more intense feeling of guilt, often tied to actions that cannot be undone.",shame | guilt | remorse,v2
Emotion,sr_shame_humiliation,shame,humiliation,,,N/A,10/3/24,New,"Humiliation is the experience of being shamed in front of others, often involving a loss of dignity.",shame | humiliation,v2
Emotion,sr_boredom,boredom,,,,N/A,10/3/24,New,A state of weariness and dissatisfaction arising from a lack of interest or engagement.,boredom,v2
Emotion,sr_boredom_disinterest,boredom,disinterest,,,N/A,10/3/24,New,Disinterest is a lack of enthusiasm or curiosity about a subject or activity.,boredom | disinterest,v2
Emotion,sr_boredom_disinterest_apathy,boredom,disinterest,apathy,,N/A,10/3/24,New,"Apathy is an absence of emotion, interest, or concern, often a more severe form of disinterest.",boredom | disinterest | apathy,v2
Emotion,sr_boredom_frustration,boredom,frustration,,,N/A,10/3/24,New,Frustration arises when boredom combines with the feeling of being unable to change or improve a situation.,boredom | frustration,v2
Emotion,sr_hope,hope,,,,N/A,10/3/24,New,"A feeling of expectation and desire for a certain outcome or event, often associated with a positive outlook.",hope,v2
Emotion,sr_hope_optimism,hope,optimism,,,N/A,10/3/24,New,Optimism is a general expectation that positive outcomes will happen in the future.,hope | optimism,v2
Emotion,sr_hope_optimism_expectation,hope,optimism,expectation,,N/A,10/3/24,New,"Expectation is a specific belief that a certain outcome will occur, often with higher certainty than general optimism.",hope | optimism | expectation,v2
Emotion,sr_hope_anticipation,hope,anticipation,,,N/A,10/3/24,New,Anticipation is a state of excitement or nervousness about a forthcoming event that one hopes will occur.,hope | anticipation,v2
Emotion,sr_confidence,confidence,,,,N/A,10/3/24,New,A feeling of self-assurance arising from an appreciation of one’s own abilities or qualities.,confidence,v2
Emotion,sr_confidence_courage,confidence,courage,,,N/A,10/3/24,New,"Courage is confidence in the face of fear or uncertainty, where one takes action despite potential risks.",confidence | courage,v2
Emotion,sr_confidence_determination,confidence,determination,,,N/A,10/3/24,New,"Determination is confidence combined with perseverance, where one is resolute in achieving a goal despite challenges.",confidence | determination,v2
Emotion,sr_confidence_self-esteem,confidence,self-esteem,,,N/A,10/3/24,New,Self-esteem is a broader sense of confidence that comes from an internal sense of self-worth and value.,confidence | self-esteem,v2
Informational,sr_400_bad_request,bad request,,,,N/A,,,,,
Informational,sr_401_unauthorized_or_no_access,unauthorized or no access,,,,N/A,,,,,
Informational,sr_404_url_not_founds,url not found,,,,N/A,,,,,
Informational,sr_408_request_timeout,request timeout,,,,N/A,,,,,
Informational,sr_413_payload_too_large,payload too large,,,,N/A,,,,,
Informational,sr_429_too_many_requests,too many requests,,,,N/A,,,,,
Informational,sr_500_internal_server_error,internal server error,,,,N/A,,,,,
Informational,sr_503_service_unavailable,service unavailable,,,,N/A,,,,,
Informational,sr_504_gateway_timeout,gateway timeout,,,,N/A,,,,,
Informational,sr_999_no_matches,no matches,,,,N/A,,,,,
Informational,sr_allvideos,all videos,,,,N/A,,,,,
Informational,sr_495_ssl_certification_error,ssl certification error,,,,N/A,,,,,
